Time Flow_BTPS O2 CO2 N2 MMss SampleFlow MMms DelayO2 DelayMMss
1370 0.48437378 20.90285 0.08254 78.08065 28.57558 -0.00360160 29.14808 0.56598 0.64437
1375 0.46529285 20.90371 0.08254 78.07980 28.57602 -0.00360031 29.14801 0.56590 0.64430
1380 0.44588330 20.90466 0.08254 78.07886 28.57639 -0.00359910 29.14797 0.56603 0.64426
1385 0.42620523 20.90571 0.08254 78.07783 28.57668 -0.00359824 29.14792 0.56617 0.64423
1390 0.40632224 20.90685 0.08254 78.07670 28.57689 -0.00359677 29.14787 0.56614 0.64419
1395 0.38630618 20.90826 0.08254 78.07531 28.57700 -0.00359472 29.14786 0.56609 0.64414
1400 0.36622537 20.90973 0.08254 78.07385 28.57704 -0.00359307 29.14788 0.56603 0.64389
1405 0.34614627 20.91129 0.08254 78.07232 28.57701 -0.00359137 29.14793 0.56595 0.64363
1410 0.32614075 20.91292 0.08254 78.07070 28.57693 -0.00358963 29.14799 0.56584 0.64351
1415 0.30626559 20.91463 0.08254 78.06902 28.57677 -0.00358788 29.14808 0.56571 0.64354
1420 0.28657162 20.91641 0.08254 78.06725 28.57655 -0.00358639 29.14820 0.56556 0.64358
1425 0.26710455 20.91825 0.08254 78.06544 28.57631 -0.00358443 29.14834 0.56560 0.64327
1430 0.24790074 20.92014 0.08254 78.06357 28.57603 -0.00358252 29.14849 0.56565 0.64297
1435 0.22897920 20.92225 0.08254 78.06148 28.57574 -0.00358089 29.14868 0.56554 0.64287
1440 0.21039311 20.92437 0.08254 78.05938 28.57543 -0.00357907 29.14890 0.56544 0.64279
1445 0.19214560 20.92651 0.08254 78.05727 28.57511 -0.00357783 29.14918 0.56538 0.64274
1450 0.17426595 20.92866 0.08254 78.05515 28.57483 -0.00357644 29.14948 0.56535 0.64273
1455 0.15673309 20.93083 0.08254 78.05300 28.57455 -0.00357492 29.14981 0.56534 0.64290
1460 0.13955031 20.93301 0.08254 78.05085 28.57430 -0.00357327 29.15015 0.56536 0.64293
1465 0.12274608 20.93521 0.08254 78.04868 28.57411 -0.00357172 29.15052 0.56540 0.64297
1470 0.10633746 20.93741 0.08254 78.04650 28.57393 -0.00357073 29.15089 0.56545 0.64335
1475 0.09029110 20.93962 0.08254 78.04432 28.57379 -0.00357008 29.15128 0.56547 0.64370
1480 0.07454262 20.94164 0.08254 78.04232 28.57369 -0.00356903 29.15169 0.56526 0.64346
1485 0.05907629 20.94366 0.08254 78.04032 28.57364 -0.00356807 29.15210 0.56498 0.64316
1490 0.04389583 20.94567 0.08254 78.03834 28.57364 -0.00356744 29.15250 0.56482 0.64300
1495 0.02901672 20.94762 0.08254 78.03641 28.57366 -0.00356713 29.15291 0.56483 0.64283
1500 0.01440571 20.94951 0.08254 78.03454 28.57370 -0.00356692 29.15330 0.56484 0.64267
1505 0.00005492 20.95131 0.08254 78.03277 28.57378 -0.00356632 29.15366 0.56451 0.64272
1510 -0.01403047 20.95299 0.08254 78.03111 28.57385 -0.00356581 29.15391 0.56423 0.64280
1515 -0.02786241 20.95455 0.08254 78.02956 28.57391 -0.00356612 29.15408 0.56416 0.64292
1520 -0.04145864 20.95595 0.08254 78.02818 28.57399 -0.00356655 29.15415 0.56413 0.64307
1525 -0.05482641 20.95720 0.08254 78.02694 28.57408 -0.00356664 29.15411 0.56413 0.64323
1530 -0.06796357 20.95829 0.08254 78.02587 28.57419 -0.00356640 29.15397 0.56412 0.64340
1535 -0.08083763 20.95919 0.08254 78.02497 28.57427 -0.00356627 29.15372 0.56429 0.64357
1540 -0.09339330 20.95991 0.08254 78.02426 28.57434 -0.00356672 29.15328 0.56429 0.64373
1545 -0.10563324 20.96045 0.08254 78.02374 28.57440 -0.00356724 29.15269 0.56427 0.64388
1550 -0.11756685 20.96080 0.08254 78.02338 28.57446 -0.00356757 29.15192 0.56458 0.64385
1555 -0.12920212 20.96097 0.08254 78.02322 28.57454 -0.00356793 29.15093 0.56488 0.64381
1560 -0.14052628 20.96096 0.08254 78.02323 28.57460 -0.00356852 29.14968 0.56467 0.64377
1565 -0.15150484 20.96078 0.08254 78.02341 28.57467 -0.00356910 29.14820 0.56448 0.64375
1570 -0.16210297 20.96045 0.08254 78.02374 28.57476 -0.00356964 29.14645 0.56447 0.64357
1575 -0.17233759 20.95997 0.08254 78.02421 28.57484 -0.00357039 29.14443 0.56445 0.64355
1580 -0.18220445 20.95936 0.08254 78.02481 28.57491 -0.00357113 29.14215 0.56442 0.64351
1585 -0.19171265 20.95863 0.08254 78.02553 28.57504 -0.00357160 29.13959 0.56452 0.64360
1590 -0.20085512 20.95763 0.08254 78.02652 28.57516 -0.00357207 29.13678 0.56458 0.64366
1595 -0.20961807 20.95637 0.08254 78.02776 28.57527 -0.00357278 29.13372 0.56461 0.64351
1600 -0.21799998 20.95505 0.08254 78.02906 28.57539 -0.00357325 29.13044 0.56463 0.64336
1605 -0.22602327 20.95367 0.08254 78.03043 28.57552 -0.00357399 29.12693 0.56467 0.64323
1610 -0.23371402 20.95221 0.08254 78.03188 28.57565 -0.00357475 29.12322 0.56474 0.64313
1615 -0.24106210 20.95066 0.08254 78.03340 28.57577 -0.00357556 29.11935 0.56482 0.64321
1620 -0.24803946 20.94904 0.08254 78.03500 28.57591 -0.00357617 29.11532 0.56491 0.64312
1625 -0.25462918 20.94735 0.08270 78.03651 28.57601 -0.00357684 29.11117 0.56500 0.64305
1630 -0.26086334 20.94559 0.08289 78.03808 28.57611 -0.00357780 29.10691 0.56494 0.64299
1635 -0.26679123 20.94376 0.08310 78.03967 28.57620 -0.00357857 29.10256 0.56488 0.64294
1640 -0.27243100 20.94189 0.08352 78.04110 28.57627 -0.00357890 29.09816 0.56485 0.64325
1645 -0.27779321 20.93997 0.08403 78.04250 28.57636 -0.00357896 29.09374 0.56482 0.64358
1650 -0.28283807 20.93803 0.08482 78.04363 28.57646 -0.00357996 29.08933 0.56464 0.64375
1655 -0.28755338 20.93606 0.08578 78.04463 28.57658 -0.00358090 29.08491 0.56464 0.64392
1660 -0.29196582 20.93390 0.08712 78.04543 28.57669 -0.00358153 29.08051 0.56464 0.64426
1665 -0.29612106 20.93176 0.08876 78.04594 28.57678 -0.00358209 29.07615 0.56482 0.64461
1670 -0.30003378 20.92961 0.09093 78.04592 28.57694 -0.00358284 29.07185 0.56500 0.64496
1675 -0.30368820 20.92689 0.09353 78.04604 28.57713 -0.00358326 29.06762 0.56502 0.64499
1680 -0.30706964 20.92416 0.09667 78.04562 28.57734 -0.00358335 29.06345 0.56506 0.64502
1685 -0.31023706 20.92138 0.10074 78.04436 28.57755 -0.00358358 29.05934 0.56510 0.64524
1690 -0.31317822 20.91826 0.10553 78.04271 28.57783 -0.00358369 29.05531 0.56513 0.64543
1695 -0.31593674 20.91401 0.11145 78.04105 28.57818 -0.00358394 29.05131 0.56527 0.64558
1700 -0.31847641 20.90953 0.11831 78.03870 28.57862 -0.00358384 29.04737 0.56517 0.64566
1705 -0.32080530 20.90466 0.12655 78.03538 28.57909 -0.00358365 29.04347 0.56504 0.64554
1710 -0.32295300 20.89924 0.13597 78.03142 28.57963 -0.00358363 29.03957 0.56493 0.64543
1715 -0.32496027 20.89315 0.14703 78.02650 28.58031 -0.00358357 29.03570 0.56487 0.64536
1720 -0.32690234 20.88534 0.15972 78.02169 28.58113 -0.00358349 29.03181 0.56520 0.64535
1725 -0.32877612 20.87669 0.17401 78.01611 28.58215 -0.00358343 29.02790 0.56558 0.64538
1730 -0.33059128 20.86703 0.19036 78.00949 28.58330 -0.00358342 29.02397 0.56582 0.64528
1735 -0.33236783 20.85641 0.20859 78.00198 28.58471 -0.00358374 29.02000 0.56606 0.64518
1740 -0.33416498 20.84357 0.22915 77.99435 28.58637 -0.00358370 29.01598 0.56646 0.64504
1745 -0.33604337 20.82943 0.25183 77.98592 28.58835 -0.00358355 29.01191 0.56680 0.64485
1750 -0.33803433 20.81382 0.27708 77.97639 28.59068 -0.00358353 29.00775 0.56710 0.64478
1755 -0.34012851 20.79552 0.30466 77.96722 28.59338 -0.00358363 29.00352 0.56702 0.64471
1760 -0.34232452 20.77563 0.33499 77.95690 28.59652 -0.00358405 28.99924 0.56694 0.64465
1765 -0.34464612 20.75397 0.36781 77.94587 28.60012 -0.00358455 28.99496 0.56707 0.64461
1770 -0.34713138 20.73041 0.40318 77.93420 28.60428 -0.00358487 28.99066 0.56722 0.64458
1775 -0.34977176 20.70376 0.44145 77.92272 28.60895 -0.00358548 28.98638 0.56736 0.64469
1780 -0.35256253 20.67517 0.48228 77.91063 28.61421 -0.00358664 28.98211 0.56746 0.64476
1785 -0.35549115 20.64450 0.52599 77.89774 28.62008 -0.00358763 28.97788 0.56731 0.64495
1790 -0.35857031 20.61172 0.57221 77.88445 28.62656 -0.00358874 28.97368 0.56713 0.64477
1795 -0.36185928 20.57680 0.62123 77.87052 28.63372 -0.00358973 28.96954 0.56693 0.64458
1800 -0.36537604 20.53868 0.67314 77.85690 28.64151 -0.00359084 28.96552 0.56676 0.64459
1805 -0.36907916 20.49860 0.72739 77.84290 28.64997 -0.00359231 28.96160 0.56660 0.64462
1810 -0.37290756 20.45660 0.78424 77.82822 28.65905 -0.00359389 28.95783 0.56628 0.64448
1815 -0.37681937 20.41271 0.84329 77.81324 28.66882 -0.00359531 28.95423 0.56597 0.64436
1820 -0.38080023 20.36538 0.90477 77.79926 28.67917 -0.00359680 28.95084 0.56569 0.64425
1825 -0.38487259 20.31651 0.96828 77.78479 28.69011 -0.00359833 28.94769 0.56543 0.64416
1830 -0.38902496 20.26610 1.03404 77.76962 28.70163 -0.00359937 28.94482 0.56532 0.64422
1835 -0.39322516 20.21326 1.10161 77.75506 28.71366 -0.00360035 28.94221 0.56519 0.64410
1840 -0.39745068 20.15908 1.17106 77.73997 28.72613 -0.00360169 28.93990 0.56507 0.64398
1845 -0.40170932 20.10357 1.24210 77.72462 28.73900 -0.00360262 28.93790 0.56499 0.64392
1850 -0.40599170 20.04701 1.31460 77.70888 28.75226 -0.00360333 28.93622 0.56496 0.64389
1855 -0.41023993 19.98835 1.38858 77.69373 28.76575 -0.00360402 28.93487 0.56513 0.64424
1860 -0.41437491 19.92876 1.46373 77.67837 28.77949 -0.00360419 28.93390 0.56531 0.64458
1865 -0.41838806 19.86830 1.54004 77.66270 28.79340 -0.00360428 28.93327 0.56564 0.64473
1870 -0.42231976 19.80708 1.61720 77.64694 28.80736 -0.00360403 28.93299 0.56559 0.64467
1875 -0.42620273 19.74525 1.69536 77.63081 28.82137 -0.00360320 28.93308 0.56550 0.64458
1880 -0.43002530 19.68223 1.77386 77.61552 28.83531 -0.00360202 28.93354 0.56556 0.64464
1885 -0.43373077 19.61897 1.85287 77.59995 28.84917 -0.00360048 28.93437 0.56562 0.64471
1890 -0.43726547 19.55559 1.93221 77.58418 28.86290 -0.00359884 28.93554 0.56552 0.64496
1895 -0.44064740 19.49223 2.01141 77.56853 28.87644 -0.00359737 28.93706 0.56544 0.64523
1900 -0.44386215 19.42848 2.09046 77.55341 28.88971 -0.00359565 28.93890 0.56535 0.64532
1905 -0.44695853 19.36511 2.16904 77.53838 28.90267 -0.00359324 28.94106 0.56527 0.64541
1910 -0.44995905 19.30222 2.24729 77.52320 28.91530 -0.00359070 28.94352 0.56538 0.64517
1915 -0.45287064 19.23939 2.32473 77.50876 28.92755 -0.00358832 28.94628 0.56534 0.64531
1920 -0.45569382 19.17734 2.40137 77.49435 28.93946 -0.00358566 28.94934 0.56533 0.64547
1925 -0.45840201 19.11616 2.47688 77.48019 28.95094 -0.00358277 28.95265 0.56533 0.64564
1930 -0.46099081 19.05650 2.55127 77.46563 28.96202 -0.00357993 28.95615 0.56532 0.64580
1935 -0.46348672 18.99729 2.62457 77.45171 28.97264 -0.00357766 28.95985 0.56564 0.64596
1940 -0.46585040 18.93926 2.69615 77.43832 28.98288 -0.00357526 28.96373 0.56595 0.64608
1945 -0.46812170 18.88249 2.76621 77.42519 28.99269 -0.00357278 28.96774 0.56605 0.64601
1950 -0.47031573 18.82796 2.83431 77.41177 29.00205 -0.00357046 28.97188 0.56596 0.64611
1955 -0.47246609 18.77475 2.90082 77.39863 29.01101 -0.00356857 28.97613 0.56590 0.64622
1960 -0.47458505 18.72262 2.96514 77.38659 29.01958 -0.00356689 28.98046 0.56604 0.64618
1965 -0.47666510 18.67204 3.02767 77.37477 29.02779 -0.00356544 28.98486 0.56620 0.64616
1970 -0.47870953 18.62305 3.08787 77.36369 29.03559 -0.00356423 28.98928 0.56654 0.64616
1975 -0.48071088 18.57659 3.14585 77.35231 29.04304 -0.00356328 28.99371 0.56688 0.64616
1980 -0.48267126 18.53150 3.20173 77.34165 29.05014 -0.00356261 28.99813 0.56706 0.64616
1985 -0.48457001 18.48804 3.25515 77.33181 29.05700 -0.00356196 29.00251 0.56723 0.64617
1990 -0.48639365 18.44621 3.30661 77.32229 29.06354 -0.00356132 29.00687 0.56707 0.64619
1995 -0.48815628 18.40676 3.35563 77.31284 29.06984 -0.00356142 29.01118 0.56751 0.64623
2000 -0.48985730 18.36887 3.40257 77.30389 29.07585 -0.00356199 29.01542 0.56775 0.64629
2005 -0.49150513 18.33254 3.44716 77.29574 29.08162 -0.00356280 29.01957 0.56797 0.64652
2010 -0.49309906 18.29869 3.48977 77.28706 29.08721 -0.00356384 29.02361 0.56814 0.64673
2015 -0.49463034 18.26631 3.53015 77.27917 29.09254 -0.00356488 29.02757 0.56828 0.64672
2020 -0.49612537 18.23539 3.56870 77.27162 29.09768 -0.00356612 29.03143 0.56827 0.64669
2025 -0.49755258 18.20591 3.60567 77.26422 29.10259 -0.00356755 29.03522 0.56847 0.64670
2030 -0.49888406 18.17894 3.64069 77.25627 29.10735 -0.00356888 29.03889 0.56870 0.64674
2035 -0.50010458 18.15285 3.67419 77.24895 29.11190 -0.00357031 29.04246 0.56875 0.64713
2040 -0.50123053 18.12802 3.70594 77.24211 29.11625 -0.00357205 29.04589 0.56876 0.64717
2045 -0.50230957 18.10438 3.73639 77.23538 29.12046 -0.00357408 29.04919 0.56875 0.64717
2050 -0.50331796 18.08182 3.76532 77.22908 29.12449 -0.00357639 29.05239 0.56870 0.64732
2055 -0.50421021 18.06081 3.79280 77.22269 29.12835 -0.00357851 29.05547 0.56863 0.64744
2060 -0.50498996 18.04062 3.81924 77.21652 29.13199 -0.00358020 29.05844 0.56854 0.64719
2065 -0.50572159 18.02115 3.84437 77.21092 29.13548 -0.00358192 29.06131 0.56841 0.64691
2070 -0.50648172 18.00192 3.86859 77.20599 29.13877 -0.00358413 29.06409 0.56827 0.64660
2075 -0.50730093 17.98489 3.89164 77.20004 29.14192 -0.00358633 29.06674 0.56817 0.64648
2080 -0.50812387 17.96812 3.91404 77.19447 29.14492 -0.00358828 29.06928 0.56833 0.64658
2085 -0.50892007 17.95159 3.93538 77.18973 29.14777 -0.00359072 29.07172 0.56853 0.64675
2090 -0.50970798 17.93601 3.95602 77.18473 29.15050 -0.00359318 29.07407 0.56857 0.64696
2095 -0.51052399 17.92050 3.97585 77.18045 29.15305 -0.00359520 29.07632 0.56855 0.64715
2100 -0.51137183 17.90506 3.99510 77.17670 29.15549 -0.00359724 29.07845 0.56849 0.64729
2105 -0.51224146 17.88962 4.01396 77.17331 29.15776 -0.00359954 29.08048 0.56837 0.64721
2110 -0.51318079 17.87507 4.03219 77.16968 29.15998 -0.00360186 29.08241 0.56857 0.64709
2115 -0.51423566 17.85998 4.05000 77.16698 29.16209 -0.00360367 29.08423 0.56839 0.64693
2120 -0.51542224 17.84475 4.06730 77.16495 29.16412 -0.00360518 29.08594 0.56822 0.64693
2125 -0.51668549 17.82933 4.08429 77.16339 29.16609 -0.00360731 29.08756 0.56822 0.64693
2130 -0.51797626 17.81367 4.10070 77.16265 29.16794 -0.00360955 29.08910 0.56822 0.64676
2135 -0.51931219 17.79829 4.11687 77.16187 29.16978 -0.00361141 29.09054 0.56788 0.64658
2140 -0.52072736 17.78254 4.13266 77.16183 29.17159 -0.00361312 29.09186 0.56756 0.64661
2145 -0.52225336 17.76644 4.14808 77.16251 29.17333 -0.00361470 29.09307 0.56756 0.64666
2150 -0.52383759 17.74999 4.16346 77.16357 29.17502 -0.00361538 29.09420 0.56730 0.64657
2155 -0.52544843 17.73377 4.17864 77.16460 29.17673 -0.00361609 29.09525 0.56725 0.64653
2160 -0.52705005 17.71682 4.19363 77.16653 29.17838 -0.00361656 29.09625 0.56761 0.64670
2165 -0.52864447 17.69963 4.20828 77.16904 29.18007 -0.00361675 29.09714 0.56782 0.64672
2170 -0.53020990 17.68276 4.22277 77.17139 29.18178 -0.00361663 29.09795 0.56802 0.64675
2175 -0.53174341 17.66567 4.23710 77.17412 29.18350 -0.00361642 29.09865 0.56819 0.64695
2180 -0.53326337 17.64843 4.25127 77.17715 29.18524 -0.00361588 29.09927 0.56815 0.64711
2185 -0.53477307 17.63110 4.26529 77.18042 29.18698 -0.00361500 29.09987 0.56807 0.64768
2190 -0.53623151 17.61432 4.27899 77.18346 29.18879 -0.00361355 29.10041 0.56799 0.64761
2195 -0.53763605 17.59735 4.29253 77.18685 29.19062 -0.00361201 29.10091 0.56811 0.64756
2200 -0.53894745 17.58048 4.30590 77.19031 29.19249 -0.00361040 29.10138 0.56825 0.64753
2205 -0.54015924 17.56378 4.31909 77.19378 29.19440 -0.00360851 29.10180 0.56823 0.64767
2210 -0.54127600 17.54730 4.33192 77.19739 29.19632 -0.00360614 29.10221 0.56819 0.64781
2215 -0.54230310 17.53107 4.34468 77.20081 29.19829 -0.00360383 29.10257 0.56832 0.64776
2220 -0.54326630 17.51513 4.35705 77.20434 29.20029 -0.00360114 29.10291 0.56845 0.64772
2225 -0.54418292 17.49950 4.36916 77.20782 29.20234 -0.00359837 29.10323 0.56841 0.64785
2230 -0.54505090 17.48417 4.38100 77.21127 29.20440 -0.00359531 29.10356 0.56833 0.64794
2235 -0.54586993 17.46933 4.39256 77.21452 29.20644 -0.00359226 29.10388 0.56837 0.64815
2240 -0.54664984 17.45477 4.40382 77.21777 29.20847 -0.00358948 29.10422 0.56816 0.64830
2245 -0.54739886 17.44051 4.41462 77.22119 29.21048 -0.00358703 29.10454 0.56790 0.64823
2250 -0.54813281 17.42653 4.42511 77.22463 29.21246 -0.00358474 29.10485 0.56782 0.64833
2255 -0.54885419 17.41284 4.43528 77.22812 29.21440 -0.00358240 29.10518 0.56773 0.64842
2260 -0.54955304 17.39941 4.44513 77.23165 29.21627 -0.00358006 29.10553 0.56781 0.64832
2265 -0.55019592 17.38641 4.45467 77.23508 29.21807 -0.00357823 29.10591 0.56791 0.64824
2270 -0.55076508 17.37325 4.46388 77.23898 29.21984 -0.00357668 29.10629 0.56770 0.64821
2275 -0.55122656 17.36032 4.47279 77.24295 29.22153 -0.00357545 29.10665 0.56756 0.64823
2280 -0.55160217 17.34756 4.48124 77.24721 29.22315 -0.00357453 29.10700 0.56756 0.64829
2285 -0.55191003 17.33494 4.48939 77.25163 29.22467 -0.00357345 29.10735 0.56744 0.64834
2290 -0.55218152 17.32278 4.49725 77.25587 29.22611 -0.00357266 29.10770 0.56752 0.64837
2295 -0.55240155 17.31065 4.50482 77.26038 29.22746 -0.00357235 29.10806 0.56752 0.64842
2300 -0.55250830 17.29855 4.51212 77.26512 29.22873 -0.00357200 29.10841 0.56739 0.64849
2305 -0.55245367 17.28650 4.51931 77.26993 29.22988 -0.00357153 29.10874 0.56730 0.64861
2310 -0.55227417 17.27504 4.52610 77.27454 29.23095 -0.00357136 29.10906 0.56758 0.64876
2315 -0.55199860 17.26342 4.53266 77.27955 29.23196 -0.00357142 29.10936 0.56793 0.64893
2320 -0.55159869 17.25187 4.53901 77.28468 29.23288 -0.00357190 29.10964 0.56831 0.64913
2325 -0.55101703 17.24080 4.54518 77.28951 29.23375 -0.00357179 29.10991 0.56855 0.64919
2330 -0.55022742 17.22965 4.55119 77.29459 29.23454 -0.00357128 29.11019 0.56899 0.64930
2335 -0.54930536 17.21866 4.55690 77.29982 29.23523 -0.00357081 29.11044 0.56946 0.64943
2340 -0.54830688 17.20784 4.56248 77.30500 29.23584 -0.00357009 29.11066 0.56977 0.64956
2345 -0.54723120 17.19739 4.56795 77.30993 29.23639 -0.00356909 29.11084 0.57005 0.64967
2350 -0.54606244 17.18710 4.57332 77.31478 29.23691 -0.00356804 29.11100 0.57029 0.64991
2355 -0.54479724 17.17699 4.57861 77.31954 29.23738 -0.00356695 29.11118 0.57049 0.65011
2360 -0.54346350 17.16708 4.58367 77.32434 29.23783 -0.00356533 29.11135 0.57067 0.65028
2365 -0.54207971 17.15735 4.58882 77.32886 29.23826 -0.00356348 29.11150 0.57082 0.65043
2370 -0.54067401 17.14818 4.59393 77.33287 29.23867 -0.00356193 29.11163 0.57094 0.65055
2375 -0.53925214 17.13901 4.59901 77.33692 29.23903 -0.00356049 29.11176 0.57101 0.65044
2380 -0.53788116 17.13004 4.60407 77.34078 29.23939 -0.00355828 29.11189 0.57103 0.65029
2385 -0.53658099 17.12128 4.60914 77.34442 29.23979 -0.00355609 29.11202 0.57104 0.65013
2390 -0.53535358 17.11291 4.61425 77.34765 29.24021 -0.00355423 29.11217 0.57108 0.64999
2395 -0.53418030 17.10454 4.61940 77.35083 29.24063 -0.00355228 29.11230 0.57115 0.64989
2400 -0.53303943 17.09637 4.62462 77.35374 29.24108 -0.00355055 29.11244 0.57123 0.64979
2405 -0.53197516 17.08838 4.62976 77.35655 29.24158 -0.00354937 29.11255 0.57114 0.64971
2410 -0.53105713 17.08037 4.63498 77.35932 29.24211 -0.00354855 29.11264 0.57107 0.64999
2415 -0.53034406 17.07286 4.64029 77.36149 29.24273 -0.00354817 29.11272 0.57103 0.65030
2420 -0.52982446 17.06544 4.64567 77.36351 29.24340 -0.00354803 29.11281 0.57100 0.65010
2425 -0.52946869 17.05827 4.65114 77.36519 29.24414 -0.00354841 29.11287 0.57097 0.64989
2430 -0.52921356 17.05096 4.65667 77.36695 29.24496 -0.00354906 29.11295 0.57110 0.64985
2435 -0.52902161 17.04371 4.66226 77.36859 29.24584 -0.00355071 29.11300 0.57123 0.64980
2440 -0.52893878 17.03648 4.66790 77.37016 29.24681 -0.00355285 29.11304 0.57136 0.64976
2445 -0.52897449 17.02924 4.67374 77.37154 29.24783 -0.00355521 29.11305 0.57149 0.64988
2450 -0.52913538 17.02216 4.67962 77.37273 29.24892 -0.00355774 29.11303 0.57158 0.64994
2455 -0.52940680 17.01500 4.68554 77.37395 29.25008 -0.00356085 29.11300 0.57142 0.64976
2460 -0.52976166 17.00776 4.69149 77.37522 29.25130 -0.00356423 29.11295 0.57120 0.64956
2465 -0.53021356 17.00044 4.69748 77.37654 29.25252 -0.00356780 29.11286 0.57101 0.64974
2470 -0.53074512 16.99339 4.70334 77.37772 29.25376 -0.00357122 29.11277 0.57088 0.64996
2475 -0.53130902 16.98623 4.70921 77.37899 29.25498 -0.00357466 29.11265 0.57077 0.65003
2480 -0.53186761 16.97899 4.71508 77.38035 29.25618 -0.00357827 29.11250 0.57064 0.65006
2485 -0.53242273 16.97170 4.72093 77.38177 29.25732 -0.00358198 29.11234 0.57044 0.65004
2490 -0.53299664 16.96438 4.72676 77.38325 29.25839 -0.00358550 29.11217 0.57056 0.64998
2495 -0.53359369 16.95706 4.73254 77.38476 29.25937 -0.00358853 29.11198 0.57066 0.64991
2500 -0.53418091 16.94976 4.73828 77.38630 29.26023 -0.00359077 29.11178 0.57027 0.64971
2505 -0.53468671 16.94271 4.74396 77.38766 29.26096 -0.00359264 29.11157 0.56995 0.64957
2510 -0.53509979 16.93553 4.74957 77.38921 29.26157 -0.00359430 29.11137 0.56986 0.64965
2515 -0.53541699 16.92848 4.75527 77.39055 29.26206 -0.00359595 29.11116 0.56976 0.64973
2520 -0.53565381 16.92156 4.76090 77.39182 29.26245 -0.00359684 29.11094 0.56963 0.64959
2525 -0.53581818 16.91518 4.76648 77.39262 29.26270 -0.00359696 29.11073 0.56964 0.64943
2530 -0.53587903 16.90895 4.77201 77.39330 29.26284 -0.00359655 29.11052 0.56965 0.64926
2535 -0.53579553 16.90273 4.77752 77.39401 29.26292 -0.00359535 29.11031 0.56949 0.64911
2540 -0.53556842 16.89675 4.78301 77.39449 29.26297 -0.00359410 29.11013 0.56936 0.64897
2545 -0.53517627 16.89101 4.78849 77.39474 29.26296 -0.00359259 29.10996 0.56959 0.64903
2550 -0.53462854 16.88551 4.79399 77.39474 29.26297 -0.00359037 29.10979 0.56983 0.64910
